isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2017,4361
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2018,4387
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2019,4068
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2020,4174
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2021,4299
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2022,4049
Master's or equivalent level,"Business, administration and law",Males,Switzerland,2023,4364
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2013,33040
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2014,31842
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2015,32849
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2016,31841
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2017,30512
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2018,31778
Master's or equivalent level,"Business, administration and law",Males,United Kingdom,2019,36596
Master's or equivalent level,"Business, administration and law",Males,Bosnia and Herzegovina,2019,273
Master's or equivalent level,"Business, administration and law",Males,Bosnia and Herzegovina,2020,96
Master's or equivalent level,"Business, administration and law",Males,Bosnia and Herzegovina,2021,216
Master's or equivalent level,"Business, administration and law",Males,Bosnia and Herzegovina,2022,187
Master's or equivalent level,"Business, administration and law",Males,Bosnia and Herzegovina,2023,177
Master's or equivalent level,"Business, administration and law",Males,Montenegro,2021,30
Master's or equivalent level,"Business, administration and law",Males,Montenegro,2023,38
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2013,292
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2014,424
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2015,292
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2016,357
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2017,216
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2018,359
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2019,263
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2020,382
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2021,270
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2022,294
Master's or equivalent level,"Business, administration and law",Males,North Macedonia,2023,287
Master's or equivalent level,"Business, administration and law",Males,Georgia,2023,799
Master's or equivalent level,"Business, administration and law",Males,Albania,2021,1398
Master's or equivalent level,"Business, administration and law",Males,Albania,2022,1280
Master's or equivalent level,"Business, administration and law",Males,Albania,2023,1164
Master's or equivalent level,"Business, administration and law",Males,Serbia,2014,2741
Master's or equivalent level,"Business, administration and law",Males,Serbia,2015,2317
Master's or equivalent level,"Business, administration and law",Males,Serbia,2016,745
Master's or equivalent level,"Business, administration and law",Males,Serbia,2017,675
Master's or equivalent level,"Business, administration and law",Males,Serbia,2018,711
Master's or equivalent level,"Business, administration and law",Males,Serbia,2019,693
Master's or equivalent level,"Business, administration and law",Males,Serbia,2020,745
Master's or equivalent level,"Business, administration and law",Males,Serbia,2021,627
Master's or equivalent level,"Business, administration and law",Males,Serbia,2022,687
Master's or equivalent level,"Business, administration and law",Males,Serbia,2023,567
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2014,12918
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2015,11559
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2016,9712
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2017,10260
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2018,15343
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2019,13024
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2020,11206
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2021,12561
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2022,12433
Master's or equivalent level,"Business, administration and law",Males,Türkiye,2023,15267
Master's or equivalent level,"Business, administration and law",Females,Belgium,2013,4468
Master's or equivalent level,"Business, administration and law",Females,Belgium,2014,4557
Master's or equivalent level,"Business, administration and law",Females,Belgium,2015,5073
Master's or equivalent level,"Business, administration and law",Females,Belgium,2016,5739
Master's or equivalent level,"Business, administration and law",Females,Belgium,2017,5512
Master's or equivalent level,"Business, administration and law",Females,Belgium,2018,4905
Master's or equivalent level,"Business, administration and law",Females,Belgium,2019,4837
Master's or equivalent level,"Business, administration and law",Females,Belgium,2020,5980
Master's or equivalent level,"Business, administration and law",Females,Belgium,2021,6049
Master's or equivalent level,"Business, administration and law",Females,Belgium,2022,5999
Master's or equivalent level,"Business, administration and law",Females,Belgium,2023,6155
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2013,8832
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2014,7752
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2015,7785
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2016,7226
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2017,6442
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2018,5897
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2019,5648
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2020,4359
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2021,4441
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2022,4220
Master's or equivalent level,"Business, administration and law",Females,Bulgaria,2023,3723
Master's or equivalent level,"Business, administration and law",Females,Czechia,2013,6922
Master's or equivalent level,"Business, administration and law",Females,Czechia,2014,7115
Master's or equivalent level,"Business, administration and law",Females,Czechia,2015,5488
Master's or equivalent level,"Business, administration and law",Females,Czechia,2016,5011
Master's or equivalent level,"Business, administration and law",Females,Czechia,2017,4235
Master's or equivalent level,"Business, administration and law",Females,Czechia,2018,4093
Master's or equivalent level,"Business, administration and law",Females,Czechia,2019,3818
Master's or equivalent level,"Business, administration and law",Females,Czechia,2020,3706
Master's or equivalent level,"Business, administration and law",Females,Czechia,2021,3346
Master's or equivalent level,"Business, administration and law",Females,Czechia,2022,3169
Master's or equivalent level,"Business, administration and law",Females,Czechia,2023,3422
Master's or equivalent level,"Business, administration and law",Females,Denmark,2013,2217
Master's or equivalent level,"Business, administration and law",Females,Denmark,2014,2321
Master's or equivalent level,"Business, administration and law",Females,Denmark,2015,2339
Master's or equivalent level,"Business, administration and law",Females,Denmark,2016,4136
Master's or equivalent level,"Business, administration and law",Females,Denmark,2017,3507
Master's or equivalent level,"Business, administration and law",Females,Denmark,2018,3125
Master's or equivalent level,"Business, administration and law",Females,Denmark,2019,3265
Master's or equivalent level,"Business, administration and law",Females,Denmark,2020,3300
Master's or equivalent level,"Business, administration and law",Females,Denmark,2021,3326
Master's or equivalent level,"Business, administration and law",Females,Denmark,2022,3388
Master's or equivalent level,"Business, administration and law",Females,Denmark,2023,3129
Master's or equivalent level,"Business, administration and law",Females,Germany,2013,16650
Master's or equivalent level,"Business, administration and law",Females,Germany,2014,17968
Master's or equivalent level,"Business, administration and law",Females,Germany,2015,19633
Master's or equivalent level,"Business, administration and law",Females,Germany,2016,20649
Master's or equivalent level,"Business, administration and law",Females,Germany,2017,21759
Master's or equivalent level,"Business, administration and law",Females,Germany,2018,22454
Master's or equivalent level,"Business, administration and law",Females,Germany,2019,24179
Master's or equivalent level,"Business, administration and law",Females,Germany,2020,23525
Master's or equivalent level,"Business, administration and law",Females,Germany,2021,26302
Master's or equivalent level,"Business, administration and law",Females,Germany,2022,26083
Master's or equivalent level,"Business, administration and law",Females,Germany,2023,25972
Master's or equivalent level,"Business, administration and law",Females,Estonia,2013,503
Master's or equivalent level,"Business, administration and law",Females,Estonia,2014,509
Master's or equivalent level,"Business, administration and law",Females,Estonia,2015,595
Master's or equivalent level,"Business, administration and law",Females,Estonia,2016,596
Master's or equivalent level,"Business, administration and law",Females,Estonia,2017,553
Master's or equivalent level,"Business, administration and law",Females,Estonia,2018,528
Master's or equivalent level,"Business, administration and law",Females,Estonia,2019,576
Master's or equivalent level,"Business, administration and law",Females,Estonia,2020,601
Master's or equivalent level,"Business, administration and law",Females,Estonia,2021,608
Master's or equivalent level,"Business, administration and law",Females,Estonia,2022,538
Master's or equivalent level,"Business, administration and law",Females,Estonia,2023,578
Master's or equivalent level,"Business, administration and law",Females,Ireland,2013,1897
Master's or equivalent level,"Business, administration and law",Females,Ireland,2014,2055
Master's or equivalent level,"Business, administration and law",Females,Ireland,2015,2816
Master's or equivalent level,"Business, administration and law",Females,Ireland,2016,2974
Master's or equivalent level,"Business, administration and law",Females,Ireland,2017,3103
Master's or equivalent level,"Business, administration and law",Females,Ireland,2018,3357
Master's or equivalent level,"Business, administration and law",Females,Ireland,2019,4000
Master's or equivalent level,"Business, administration and law",Females,Ireland,2020,4284
Master's or equivalent level,"Business, administration and law",Females,Ireland,2021,5053
Master's or equivalent level,"Business, administration and law",Females,Ireland,2022,4954
Master's or equivalent level,"Business, administration and law",Females,Ireland,2023,5205
Master's or equivalent level,"Business, administration and law",Females,Greece,2013,1652
Master's or equivalent level,"Business, administration and law",Females,Greece,2014,1805
Master's or equivalent level,"Business, administration and law",Females,Greece,2015,2284
Master's or equivalent level,"Business, administration and law",Females,Greece,2016,2602
Master's or equivalent level,"Business, administration and law",Females,Greece,2017,2653
Master's or equivalent level,"Business, administration and law",Females,Greece,2018,3863
Master's or equivalent level,"Business, administration and law",Females,Greece,2019,3783
Master's or equivalent level,"Business, administration and law",Females,Greece,2020,3853
Master's or equivalent level,"Business, administration and law",Females,Greece,2021,4203
Master's or equivalent level,"Business, administration and law",Females,Greece,2022,4173
Master's or equivalent level,"Business, administration and law",Females,Greece,2023,4238
Master's or equivalent level,"Business, administration and law",Females,Spain,2013,20585
Master's or equivalent level,"Business, administration and law",Females,Spain,2014,17359
Master's or equivalent level,"Business, administration and law",Females,Spain,2015,13714
Master's or equivalent level,"Business, administration and law",Females,Spain,2016,12292
Master's or equivalent level,"Business, administration and law",Females,Spain,2017,12455
Master's or equivalent level,"Business, administration and law",Females,Spain,2018,14076
Master's or equivalent level,"Business, administration and law",Females,Spain,2019,13365
Master's or equivalent level,"Business, administration and law",Females,Spain,2020,15069
Master's or equivalent level,"Business, administration and law",Females,Spain,2021,14906
Master's or equivalent level,"Business, administration and law",Females,Spain,2022,17020
Master's or equivalent level,"Business, administration and law",Females,Spain,2023,18032
Master's or equivalent level,"Business, administration and law",Females,France,2013,48467
Master's or equivalent level,"Business, administration and law",Females,France,2014,49102
Master's or equivalent level,"Business, administration and law",Females,France,2015,49500
Master's or equivalent level,"Business, administration and law",Females,France,2016,49078
Master's or equivalent level,"Business, administration and law",Females,France,2017,54051
Master's or equivalent level,"Business, administration and law",Females,France,2018,53519
Master's or equivalent level,"Business, administration and law",Females,France,2019,55774
Master's or equivalent level,"Business, administration and law",Females,France,2020,57664
Master's or equivalent level,"Business, administration and law",Females,France,2021,64002
Master's or equivalent level,"Business, administration and law",Females,France,2022,67653
Master's or equivalent level,"Business, administration and law",Females,France,2023,74170
Master's or equivalent level,"Business, administration and law",Females,Croatia,2013,3509
Master's or equivalent level,"Business, administration and law",Females,Croatia,2014,3882
Master's or equivalent level,"Business, administration and law",Females,Croatia,2015,3746
Master's or equivalent level,"Business, administration and law",Females,Croatia,2016,3445
Master's or equivalent level,"Business, administration and law",Females,Croatia,2017,3250
Master's or equivalent level,"Business, administration and law",Females,Croatia,2018,2844
Master's or equivalent level,"Business, administration and law",Females,Croatia,2019,2789
Master's or equivalent level,"Business, administration and law",Females,Croatia,2020,2618
Master's or equivalent level,"Business, administration and law",Females,Croatia,2021,3042
Master's or equivalent level,"Business, administration and law",Females,Croatia,2022,2654
Master's or equivalent level,"Business, administration and law",Females,Croatia,2023,2713
Master's or equivalent level,"Business, administration and law",Females,Italy,2013,20196
Master's or equivalent level,"Business, administration and law",Females,Italy,2014,21431
Master's or equivalent level,"Business, administration and law",Females,Italy,2015,19424
Master's or equivalent level,"Business, administration and law",Females,Italy,2016,21213
Master's or equivalent level,"Business, administration and law",Females,Italy,2017,21824
Master's or equivalent level,"Business, administration and law",Females,Italy,2018,21145
Master's or equivalent level,"Business, administration and law",Females,Italy,2019,20350
Master's or equivalent level,"Business, administration and law",Females,Italy,2020,20684
Master's or equivalent level,"Business, administration and law",Females,Italy,2021,21129
Master's or equivalent level,"Business, administration and law",Females,Italy,2022,21886
Master's or equivalent level,"Business, administration and law",Females,Italy,2023,23725
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2013,551
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2014,742
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2015,766
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2016,881
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2017,837
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2018,1095
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2019,1273
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2020,1231
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2021,1473
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2022,1790
Master's or equivalent level,"Business, administration and law",Females,Cyprus,2023,1532
Master's or equivalent level,"Business, administration and law",Females,Latvia,2013,989
Master's or equivalent level,"Business, administration and law",Females,Latvia,2014,1176
Master's or equivalent level,"Business, administration and law",Females,Latvia,2015,1050
Master's or equivalent level,"Business, administration and law",Females,Latvia,2016,876
Master's or equivalent level,"Business, administration and law",Females,Latvia,2017,904
Master's or equivalent level,"Business, administration and law",Females,Latvia,2018,936
Master's or equivalent level,"Business, administration and law",Females,Latvia,2019,874
Master's or equivalent level,"Business, administration and law",Females,Latvia,2020,950
Master's or equivalent level,"Business, administration and law",Females,Latvia,2021,776
Master's or equivalent level,"Business, administration and law",Females,Latvia,2022,663
Master's or equivalent level,"Business, administration and law",Females,Latvia,2023,714
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2013,2198
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2014,2153
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2015,2155
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2016,1813
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2017,1489
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2018,1265
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2019,1265
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2020,1408
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2021,1274
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2022,1332
Master's or equivalent level,"Business, administration and law",Females,Lithuania,2023,1396
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2013,193
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2014,181
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2015,198
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2016,202
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2017,218
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2018,235
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2019,232
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2020,206
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2021,333
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2022,250
Master's or equivalent level,"Business, administration and law",Females,Luxembourg,2023,277
Master's or equivalent level,"Business, administration and law",Females,Hungary,2013,3411
Master's or equivalent level,"Business, administration and law",Females,Hungary,2014,3475
Master's or equivalent level,"Business, administration and law",Females,Hungary,2015,3375
Master's or equivalent level,"Business, administration and law",Females,Hungary,2016,3297
Master's or equivalent level,"Business, administration and law",Females,Hungary,2017,3032
Master's or equivalent level,"Business, administration and law",Females,Hungary,2018,2797
Master's or equivalent level,"Business, administration and law",Females,Hungary,2019,3784
Master's or equivalent level,"Business, administration and law",Females,Hungary,2020,4603
Master's or equivalent level,"Business, administration and law",Females,Hungary,2021,3544
Master's or equivalent level,"Business, administration and law",Females,Hungary,2022,3608
Master's or equivalent level,"Business, administration and law",Females,Hungary,2023,4309
Master's or equivalent level,"Business, administration and law",Females,Malta,2013,192
Master's or equivalent level,"Business, administration and law",Females,Malta,2014,271
Master's or equivalent level,"Business, administration and law",Females,Malta,2015,308
Master's or equivalent level,"Business, administration and law",Females,Malta,2016,258
Master's or equivalent level,"Business, administration and law",Females,Malta,2017,342
Master's or equivalent level,"Business, administration and law",Females,Malta,2018,333
Master's or equivalent level,"Business, administration and law",Females,Malta,2019,396
Master's or equivalent level,"Business, administration and law",Females,Malta,2020,416
Master's or equivalent level,"Business, administration and law",Females,Malta,2021,387
Master's or equivalent level,"Business, administration and law",Females,Malta,2022,493
Master's or equivalent level,"Business, administration and law",Females,Malta,2023,500
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2013,5709
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2014,6360
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2015,6913
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2016,7094
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2017,7113
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2018,7371
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2019,7745
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2020,8308
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2021,9291
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2022,9260
Master's or equivalent level,"Business, administration and law",Females,Netherlands,2023,9260
Master's or equivalent level,"Business, administration and law",Females,Austria,2013,3838
Master's or equivalent level,"Business, administration and law",Females,Austria,2014,3495
Master's or equivalent level,"Business, administration and law",Females,Austria,2015,3713
Master's or equivalent level,"Business, administration and law",Females,Austria,2016,4020
Master's or equivalent level,"Business, administration and law",Females,Austria,2017,4475
Master's or equivalent level,"Business, administration and law",Females,Austria,2018,4343
Master's or equivalent level,"Business, administration and law",Females,Austria,2019,4432
Master's or equivalent level,"Business, administration and law",Females,Austria,2020,4424
Master's or equivalent level,"Business, administration and law",Females,Austria,2021,4504
Master's or equivalent level,"Business, administration and law",Females,Austria,2022,4679
Master's or equivalent level,"Business, administration and law",Females,Austria,2023,5003
Master's or equivalent level,"Business, administration and law",Females,Poland,2013,41890
Master's or equivalent level,"Business, administration and law",Females,Poland,2014,38296
Master's or equivalent level,"Business, administration and law",Females,Poland,2015,34423
Master's or equivalent level,"Business, administration and law",Females,Poland,2016,32153
Master's or equivalent level,"Business, administration and law",Females,Poland,2017,35498
Master's or equivalent level,"Business, administration and law",Females,Poland,2018,27317
Master's or equivalent level,"Business, administration and law",Females,Poland,2019,26024
Master's or equivalent level,"Business, administration and law",Females,Poland,2020,24459
Master's or equivalent level,"Business, administration and law",Females,Poland,2021,23962
Master's or equivalent level,"Business, administration and law",Females,Poland,2022,23211
Master's or equivalent level,"Business, administration and law",Females,Poland,2023,22710
Master's or equivalent level,"Business, administration and law",Females,Portugal,2013,2069
Master's or equivalent level,"Business, administration and law",Females,Portugal,2014,2153
Master's or equivalent level,"Business, administration and law",Females,Portugal,2015,2325
Master's or equivalent level,"Business, administration and law",Females,Portugal,2016,2328
Master's or equivalent level,"Business, administration and law",Females,Portugal,2017,2473
Master's or equivalent level,"Business, administration and law",Females,Portugal,2018,2751
Master's or equivalent level,"Business, administration and law",Females,Portugal,2019,2885
Master's or equivalent level,"Business, administration and law",Females,Portugal,2020,3148
Master's or equivalent level,"Business, administration and law",Females,Portugal,2021,3483
Master's or equivalent level,"Business, administration and law",Females,Portugal,2022,3606
Master's or equivalent level,"Business, administration and law",Females,Portugal,2023,4223
Master's or equivalent level,"Business, administration and law",Females,Romania,2013,11087
Master's or equivalent level,"Business, administration and law",Females,Romania,2014,10808
Master's or equivalent level,"Business, administration and law",Females,Romania,2015,9311
Master's or equivalent level,"Business, administration and law",Females,Romania,2016,8562
Master's or equivalent level,"Business, administration and law",Females,Romania,2017,8367
Master's or equivalent level,"Business, administration and law",Females,Romania,2018,8132
Master's or equivalent level,"Business, administration and law",Females,Romania,2019,8469
Master's or equivalent level,"Business, administration and law",Females,Romania,2020,8531
Master's or equivalent level,"Business, administration and law",Females,Romania,2021,8547
Master's or equivalent level,"Business, administration and law",Females,Romania,2022,8118
Master's or equivalent level,"Business, administration and law",Females,Romania,2023,7596
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2013,790
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2014,916
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2015,926
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2016,1336
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2017,794
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2018,822
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2019,736
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2020,712
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2021,748
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2022,662
Master's or equivalent level,"Business, administration and law",Females,Slovenia,2023,778
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2013,5869
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2014,5644
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2015,4478
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2016,4089
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2017,3952
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2018,3086
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2019,3076
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2020,2770
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2021,2547
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2022,2386
Master's or equivalent level,"Business, administration and law",Females,Slovakia,2023,2411
Master's or equivalent level,"Business, administration and law",Females,Finland,2013,1698
Master's or equivalent level,"Business, administration and law",Females,Finland,2014,1788
Master's or equivalent level,"Business, administration and law",Females,Finland,2015,1869
Master's or equivalent level,"Business, administration and law",Females,Finland,2016,1942
Master's or equivalent level,"Business, administration and law",Females,Finland,2017,1932
Master's or equivalent level,"Business, administration and law",Females,Finland,2018,2107
Master's or equivalent level,"Business, administration and law",Females,Finland,2019,2245
Master's or equivalent level,"Business, administration and law",Females,Finland,2020,2702
Master's or equivalent level,"Business, administration and law",Females,Finland,2021,2600
Master's or equivalent level,"Business, administration and law",Females,Finland,2022,2568
Master's or equivalent level,"Business, administration and law",Females,Finland,2023,2865
Master's or equivalent level,"Business, administration and law",Females,Sweden,2013,2800
Master's or equivalent level,"Business, administration and law",Females,Sweden,2014,2973
Master's or equivalent level,"Business, administration and law",Females,Sweden,2015,3104
Master's or equivalent level,"Business, administration and law",Females,Sweden,2016,3065
Master's or equivalent level,"Business, administration and law",Females,Sweden,2017,2640
Master's or equivalent level,"Business, administration and law",Females,Sweden,2018,2857
Master's or equivalent level,"Business, administration and law",Females,Sweden,2019,2660
Master's or equivalent level,"Business, administration and law",Females,Sweden,2020,2857
Master's or equivalent level,"Business, administration and law",Females,Sweden,2021,2883
Master's or equivalent level,"Business, administration and law",Females,Sweden,2022,2850
Master's or equivalent level,"Business, administration and law",Females,Sweden,2023,2943
Master's or equivalent level,"Business, administration and law",Females,Iceland,2013,273
Master's or equivalent level,"Business, administration and law",Females,Iceland,2014,270
Master's or equivalent level,"Business, administration and law",Females,Iceland,2015,304
Master's or equivalent level,"Business, administration and law",Females,Iceland,2016,334
Master's or equivalent level,"Business, administration and law",Females,Iceland,2017,328
Master's or equivalent level,"Business, administration and law",Females,Iceland,2018,300
Master's or equivalent level,"Business, administration and law",Females,Iceland,2019,309
Master's or equivalent level,"Business, administration and law",Females,Iceland,2020,346
Master's or equivalent level,"Business, administration and law",Females,Iceland,2021,382
Master's or equivalent level,"Business, administration and law",Females,Iceland,2022,366
Master's or equivalent level,"Business, administration and law",Females,Iceland,2023,356
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2013,0
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2014,0
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2015,0
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2016,20
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2017,20
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2018,20
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2019,17
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2020,18
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2021,17
Master's or equivalent level,"Business, administration and law",Females,Liechtenstein,2022,23
Master's or equivalent level,"Business, administration and law",Females,Norway,2013,1243
Master's or equivalent level,"Business, administration and law",Females,Norway,2014,1814
Master's or equivalent level,"Business, administration and law",Females,Norway,2015,1421
Master's or equivalent level,"Business, administration and law",Females,Norway,2016,1697
Master's or equivalent level,"Business, administration and law",Females,Norway,2017,1990
Master's or equivalent level,"Business, administration and law",Females,Norway,2018,1694
Master's or equivalent level,"Business, administration and law",Females,Norway,2019,1821
Master's or equivalent level,"Business, administration and law",Females,Norway,2020,1794
Master's or equivalent level,"Business, administration and law",Females,Norway,2021,2029
Master's or equivalent level,"Business, administration and law",Females,Norway,2022,2172
Master's or equivalent level,"Business, administration and law",Females,Norway,2023,2351
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2013,2958
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2014,3079
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2015,3197
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2016,3425
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2017,3330
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2018,3389
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2019,3427
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2020,3457
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2021,3815
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2022,3842
Master's or equivalent level,"Business, administration and law",Females,Switzerland,2023,3789
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2013,35638
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2014,35033
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2015,38511
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2016,37173
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2017,38067
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2018,39924
Master's or equivalent level,"Business, administration and law",Females,United Kingdom,2019,49401
Master's or equivalent level,"Business, administration and law",Females,Bosnia and Herzegovina,2019,424
Master's or equivalent level,"Business, administration and law",Females,Bosnia and Herzegovina,2020,170
Master's or equivalent level,"Business, administration and law",Females,Bosnia and Herzegovina,2021,420
Master's or equivalent level,"Business, administration and law",Females,Bosnia and Herzegovina,2022,396
Master's or equivalent level,"Business, administration and law",Females,Bosnia and Herzegovina,2023,296
Master's or equivalent level,"Business, administration and law",Females,Montenegro,2021,48
Master's or equivalent level,"Business, administration and law",Females,Montenegro,2023,75
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2013,482
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2014,634
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2015,433
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2016,634
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2017,331
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2018,524
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2019,405
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2020,495
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2021,391
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2022,442
Master's or equivalent level,"Business, administration and law",Females,North Macedonia,2023,403
Master's or equivalent level,"Business, administration and law",Females,Georgia,2023,1906
