isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,Total,Males,Italy,2015,62626
Master's or equivalent level,Total,Males,Italy,2016,64147
Master's or equivalent level,Total,Males,Italy,2017,67479
Master's or equivalent level,Total,Males,Italy,2018,69702
Master's or equivalent level,Total,Males,Italy,2019,73136
Master's or equivalent level,Total,Males,Italy,2020,74421
Master's or equivalent level,Total,Males,Italy,2021,80182
Master's or equivalent level,Total,Males,Italy,2022,82989
Master's or equivalent level,Total,Males,Italy,2023,89591
Master's or equivalent level,Total,Males,Cyprus,2013,673
Master's or equivalent level,Total,Males,Cyprus,2014,912
Master's or equivalent level,Total,Males,Cyprus,2015,1020
Master's or equivalent level,Total,Males,Cyprus,2016,1143
Master's or equivalent level,Total,Males,Cyprus,2017,1383
Master's or equivalent level,Total,Males,Cyprus,2018,1522
Master's or equivalent level,Total,Males,Cyprus,2019,1785
Master's or equivalent level,Total,Males,Cyprus,2020,1844
Master's or equivalent level,Total,Males,Cyprus,2021,2092
Master's or equivalent level,Total,Males,Cyprus,2022,2411
Master's or equivalent level,Total,Males,Cyprus,2023,2368
Master's or equivalent level,Total,Males,Latvia,2013,1284
Master's or equivalent level,Total,Males,Latvia,2014,1386
Master's or equivalent level,Total,Males,Latvia,2015,1377
Master's or equivalent level,Total,Males,Latvia,2016,1315
Master's or equivalent level,Total,Males,Latvia,2017,1390
Master's or equivalent level,Total,Males,Latvia,2018,1368
Master's or equivalent level,Total,Males,Latvia,2019,1379
Master's or equivalent level,Total,Males,Latvia,2020,1567
Master's or equivalent level,Total,Males,Latvia,2021,1578
Master's or equivalent level,Total,Males,Latvia,2022,1272
Master's or equivalent level,Total,Males,Latvia,2023,1228
Master's or equivalent level,Total,Males,Lithuania,2013,2984
Master's or equivalent level,Total,Males,Lithuania,2014,2847
Master's or equivalent level,Total,Males,Lithuania,2015,2880
Master's or equivalent level,Total,Males,Lithuania,2016,2662
Master's or equivalent level,Total,Males,Lithuania,2017,2702
Master's or equivalent level,Total,Males,Lithuania,2018,2418
Master's or equivalent level,Total,Males,Lithuania,2019,2406
Master's or equivalent level,Total,Males,Lithuania,2020,2359
Master's or equivalent level,Total,Males,Lithuania,2021,2391
Master's or equivalent level,Total,Males,Lithuania,2022,2397
Master's or equivalent level,Total,Males,Lithuania,2023,2431
Master's or equivalent level,Total,Males,Luxembourg,2013,381
Master's or equivalent level,Total,Males,Luxembourg,2014,423
Master's or equivalent level,Total,Males,Luxembourg,2015,348
Master's or equivalent level,Total,Males,Luxembourg,2016,328
Master's or equivalent level,Total,Males,Luxembourg,2017,352
Master's or equivalent level,Total,Males,Luxembourg,2018,355
Master's or equivalent level,Total,Males,Luxembourg,2019,354
Master's or equivalent level,Total,Males,Luxembourg,2020,389
Master's or equivalent level,Total,Males,Luxembourg,2021,480
Master's or equivalent level,Total,Males,Luxembourg,2022,468
Master's or equivalent level,Total,Males,Luxembourg,2023,527
Master's or equivalent level,Total,Males,Hungary,2013,7875
Master's or equivalent level,Total,Males,Hungary,2014,8081
Master's or equivalent level,Total,Males,Hungary,2015,8296
Master's or equivalent level,Total,Males,Hungary,2016,8692
Master's or equivalent level,Total,Males,Hungary,2017,8324
Master's or equivalent level,Total,Males,Hungary,2018,8380
Master's or equivalent level,Total,Males,Hungary,2019,8884
Master's or equivalent level,Total,Males,Hungary,2020,17542
Master's or equivalent level,Total,Males,Hungary,2021,9240
Master's or equivalent level,Total,Males,Hungary,2022,8584
Master's or equivalent level,Total,Males,Hungary,2023,10069
Master's or equivalent level,Total,Males,Malta,2013,430
Master's or equivalent level,Total,Males,Malta,2014,513
Master's or equivalent level,Total,Males,Malta,2015,527
Master's or equivalent level,Total,Males,Malta,2016,567
Master's or equivalent level,Total,Males,Malta,2017,592
Master's or equivalent level,Total,Males,Malta,2018,638
Master's or equivalent level,Total,Males,Malta,2019,756
Master's or equivalent level,Total,Males,Malta,2020,760
Master's or equivalent level,Total,Males,Malta,2021,809
Master's or equivalent level,Total,Males,Malta,2022,795
Master's or equivalent level,Total,Males,Malta,2023,816
Master's or equivalent level,Total,Males,Netherlands,2013,17346
Master's or equivalent level,Total,Males,Netherlands,2014,17997
Master's or equivalent level,Total,Males,Netherlands,2015,18768
Master's or equivalent level,Total,Males,Netherlands,2016,19390
Master's or equivalent level,Total,Males,Netherlands,2017,20046
Master's or equivalent level,Total,Males,Netherlands,2018,20388
Master's or equivalent level,Total,Males,Netherlands,2019,21732
Master's or equivalent level,Total,Males,Netherlands,2020,21812
Master's or equivalent level,Total,Males,Netherlands,2021,24350
Master's or equivalent level,Total,Males,Netherlands,2022,24016
Master's or equivalent level,Total,Males,Netherlands,2023,24806
Master's or equivalent level,Total,Males,Austria,2013,12625
Master's or equivalent level,Total,Males,Austria,2014,11132
Master's or equivalent level,Total,Males,Austria,2015,11544
Master's or equivalent level,Total,Males,Austria,2016,12069
Master's or equivalent level,Total,Males,Austria,2017,12053
Master's or equivalent level,Total,Males,Austria,2018,12515
Master's or equivalent level,Total,Males,Austria,2019,12156
Master's or equivalent level,Total,Males,Austria,2020,12504
Master's or equivalent level,Total,Males,Austria,2021,12656
Master's or equivalent level,Total,Males,Austria,2022,12113
Master's or equivalent level,Total,Males,Austria,2023,12489
Master's or equivalent level,Total,Males,Poland,2013,64446
Master's or equivalent level,Total,Males,Poland,2014,61701
Master's or equivalent level,Total,Males,Poland,2015,57498
Master's or equivalent level,Total,Males,Poland,2016,54791
Master's or equivalent level,Total,Males,Poland,2017,62946
Master's or equivalent level,Total,Males,Poland,2018,50580
Master's or equivalent level,Total,Males,Poland,2019,48114
Master's or equivalent level,Total,Males,Poland,2020,44338
Master's or equivalent level,Total,Males,Poland,2021,44044
Master's or equivalent level,Total,Males,Poland,2022,43090
Master's or equivalent level,Total,Males,Poland,2023,43152
Master's or equivalent level,Total,Males,Portugal,2013,9795
Master's or equivalent level,Total,Males,Portugal,2014,9625
Master's or equivalent level,Total,Males,Portugal,2015,9984
Master's or equivalent level,Total,Males,Portugal,2016,9948
Master's or equivalent level,Total,Males,Portugal,2017,10133
Master's or equivalent level,Total,Males,Portugal,2018,10346
Master's or equivalent level,Total,Males,Portugal,2019,10519
Master's or equivalent level,Total,Males,Portugal,2020,10860
Master's or equivalent level,Total,Males,Portugal,2021,11293
Master's or equivalent level,Total,Males,Portugal,2022,11546
Master's or equivalent level,Total,Males,Portugal,2023,12717
Master's or equivalent level,Total,Males,Romania,2013,25507
Master's or equivalent level,Total,Males,Romania,2014,25818
Master's or equivalent level,Total,Males,Romania,2015,20693
Master's or equivalent level,Total,Males,Romania,2016,18599
Master's or equivalent level,Total,Males,Romania,2017,18170
Master's or equivalent level,Total,Males,Romania,2018,19998
Master's or equivalent level,Total,Males,Romania,2019,18549
Master's or equivalent level,Total,Males,Romania,2020,19259
Master's or equivalent level,Total,Males,Romania,2021,19132
Master's or equivalent level,Total,Males,Romania,2022,17931
Master's or equivalent level,Total,Males,Romania,2023,17897
Master's or equivalent level,Total,Males,Slovenia,2013,2026
Master's or equivalent level,Total,Males,Slovenia,2014,1999
Master's or equivalent level,Total,Males,Slovenia,2015,1915
Master's or equivalent level,Total,Males,Slovenia,2016,4411
Master's or equivalent level,Total,Males,Slovenia,2017,1755
Master's or equivalent level,Total,Males,Slovenia,2018,1834
Master's or equivalent level,Total,Males,Slovenia,2019,1732
Master's or equivalent level,Total,Males,Slovenia,2020,1607
Master's or equivalent level,Total,Males,Slovenia,2021,1802
Master's or equivalent level,Total,Males,Slovenia,2022,1658
Master's or equivalent level,Total,Males,Slovenia,2023,1815
Master's or equivalent level,Total,Males,Slovakia,2013,12216
Master's or equivalent level,Total,Males,Slovakia,2014,11732
Master's or equivalent level,Total,Males,Slovakia,2015,11341
Master's or equivalent level,Total,Males,Slovakia,2016,10451
Master's or equivalent level,Total,Males,Slovakia,2017,9595
Master's or equivalent level,Total,Males,Slovakia,2018,8252
Master's or equivalent level,Total,Males,Slovakia,2019,7781
Master's or equivalent level,Total,Males,Slovakia,2020,7303
Master's or equivalent level,Total,Males,Slovakia,2021,7319
Master's or equivalent level,Total,Males,Slovakia,2022,6422
Master's or equivalent level,Total,Males,Slovakia,2023,6415
Master's or equivalent level,Total,Males,Finland,2013,6739
Master's or equivalent level,Total,Males,Finland,2014,6943
Master's or equivalent level,Total,Males,Finland,2015,7104
Master's or equivalent level,Total,Males,Finland,2016,7290
Master's or equivalent level,Total,Males,Finland,2017,7270
Master's or equivalent level,Total,Males,Finland,2018,7223
Master's or equivalent level,Total,Males,Finland,2019,7934
Master's or equivalent level,Total,Males,Finland,2020,8795
Master's or equivalent level,Total,Males,Finland,2021,7808
Master's or equivalent level,Total,Males,Finland,2022,7793
Master's or equivalent level,Total,Males,Finland,2023,8617
Master's or equivalent level,Total,Males,Sweden,2013,11719
Master's or equivalent level,Total,Males,Sweden,2014,11566
Master's or equivalent level,Total,Males,Sweden,2015,12267
Master's or equivalent level,Total,Males,Sweden,2016,11987
Master's or equivalent level,Total,Males,Sweden,2017,10926
Master's or equivalent level,Total,Males,Sweden,2018,11445
Master's or equivalent level,Total,Males,Sweden,2019,11824
Master's or equivalent level,Total,Males,Sweden,2020,12574
Master's or equivalent level,Total,Males,Sweden,2021,13090
Master's or equivalent level,Total,Males,Sweden,2022,12656
Master's or equivalent level,Total,Males,Sweden,2023,12636
Master's or equivalent level,Total,Males,Iceland,2013,363
Master's or equivalent level,Total,Males,Iceland,2014,452
Master's or equivalent level,Total,Males,Iceland,2015,450
Master's or equivalent level,Total,Males,Iceland,2016,432
Master's or equivalent level,Total,Males,Iceland,2017,459
Master's or equivalent level,Total,Males,Iceland,2018,412
Master's or equivalent level,Total,Males,Iceland,2019,435
Master's or equivalent level,Total,Males,Iceland,2020,460
Master's or equivalent level,Total,Males,Iceland,2021,533
Master's or equivalent level,Total,Males,Iceland,2022,541
Master's or equivalent level,Total,Males,Iceland,2023,509
Master's or equivalent level,Total,Males,Liechtenstein,2013,54
Master's or equivalent level,Total,Males,Liechtenstein,2014,50
Master's or equivalent level,Total,Males,Liechtenstein,2015,60
Master's or equivalent level,Total,Males,Liechtenstein,2016,64
Master's or equivalent level,Total,Males,Liechtenstein,2017,64
Master's or equivalent level,Total,Males,Liechtenstein,2018,50
Master's or equivalent level,Total,Males,Liechtenstein,2019,62
Master's or equivalent level,Total,Males,Liechtenstein,2020,73
Master's or equivalent level,Total,Males,Liechtenstein,2021,64
Master's or equivalent level,Total,Males,Liechtenstein,2022,56
Master's or equivalent level,Total,Males,Norway,2013,5161
Master's or equivalent level,Total,Males,Norway,2014,5689
Master's or equivalent level,Total,Males,Norway,2015,5897
Master's or equivalent level,Total,Males,Norway,2016,5848
Master's or equivalent level,Total,Males,Norway,2017,6787
Master's or equivalent level,Total,Males,Norway,2018,6728
Master's or equivalent level,Total,Males,Norway,2019,6942
Master's or equivalent level,Total,Males,Norway,2020,6890
Master's or equivalent level,Total,Males,Norway,2021,7838
Master's or equivalent level,Total,Males,Norway,2022,8447
Master's or equivalent level,Total,Males,Norway,2023,9050
Master's or equivalent level,Total,Males,Switzerland,2013,11428
Master's or equivalent level,Total,Males,Switzerland,2014,12225
Master's or equivalent level,Total,Males,Switzerland,2015,12442
Master's or equivalent level,Total,Males,Switzerland,2016,12749
Master's or equivalent level,Total,Males,Switzerland,2017,13053
Master's or equivalent level,Total,Males,Switzerland,2018,13281
Master's or equivalent level,Total,Males,Switzerland,2019,13006
Master's or equivalent level,Total,Males,Switzerland,2020,13075
Master's or equivalent level,Total,Males,Switzerland,2021,14176
Master's or equivalent level,Total,Males,Switzerland,2022,13893
Master's or equivalent level,Total,Males,Switzerland,2023,14532
Master's or equivalent level,Total,Males,United Kingdom,2013,99675
Master's or equivalent level,Total,Males,United Kingdom,2014,97156
Master's or equivalent level,Total,Males,United Kingdom,2015,97265
Master's or equivalent level,Total,Males,United Kingdom,2016,96653
Master's or equivalent level,Total,Males,United Kingdom,2017,95327
Master's or equivalent level,Total,Males,United Kingdom,2018,101813
Master's or equivalent level,Total,Males,United Kingdom,2019,111041
Master's or equivalent level,Total,Males,Bosnia and Herzegovina,2019,1666
Master's or equivalent level,Total,Males,Bosnia and Herzegovina,2020,1464
Master's or equivalent level,Total,Males,Bosnia and Herzegovina,2021,1581
Master's or equivalent level,Total,Males,Bosnia and Herzegovina,2022,1521
Master's or equivalent level,Total,Males,Bosnia and Herzegovina,2023,1295
