age,sex,isced11,geo,age_numeric,value
26 years,Males,Master's or equivalent level,Estonia,26,436
26 years,Males,Master's or equivalent level,Finland,26,3092
26 years,Total,Master's or equivalent level,Iceland,26,335
26 years,Males,Master's or equivalent level,Greece,26,2042
26 years,Males,Master's or equivalent level,Hungary,26,2501
26 years,Females,Master's or equivalent level,Italy,26,29206
26 years,Females,Master's or equivalent level,Ireland,26,1014
26 years,Females,Master's or equivalent level,Iceland,26,225
26 years,Females,Master's or equivalent level,Hungary,26,2559
26 years,Females,Master's or equivalent level,Greece,26,3180
26 years,Females,Master's or equivalent level,France,26,20170
26 years,Females,Master's or equivalent level,Finland,26,3197
26 years,Females,Master's or equivalent level,Estonia,26,556
26 years,Females,Master's or equivalent level,Denmark,26,5083
26 years,Females,Master's or equivalent level,Czechia,26,4359
26 years,Females,Master's or equivalent level,Cyprus,26,911
26 years,Females,Master's or equivalent level,Croatia,26,1842
26 years,Females,Bachelor's or equivalent level,Germany,26,42068
26 years,Females,Bachelor's or equivalent level,Slovenia,26,281
26 years,Females,Bachelor's or equivalent level,Slovakia,26,644
27 years,Females,Bachelor's or equivalent level,Germany,27,33890
27 years,Total,Bachelor's or equivalent level,Germany,27,84538
27 years,Males,Master's or equivalent level,Germany,27,41703
27 years,Males,Bachelor's or equivalent level,Germany,27,50648
27 years,Females,Master's or equivalent level,Germany,27,37756
27 years,Total,Master's or equivalent level,Germany,27,79459
27 years,Males,Bachelor's or equivalent level,Netherlands,27,9313
27 years,Females,Bachelor's or equivalent level,Sweden,27,7006
27 years,Females,Bachelor's or equivalent level,Belgium,27,1910
27 years,Males,Master's or equivalent level,Spain,27,8286
27 years,Males,Master's or equivalent level,Sweden,27,3005
27 years,Males,Master's or equivalent level,Switzerland,27,3050
27 years,Males,Master's or equivalent level,Türkiye,27,22420
27 years,Males,Master's or equivalent level,United Kingdom,27,8030
27 years,Total,Bachelor's or equivalent level,Austria,27,7331
27 years,Total,Bachelor's or equivalent level,Belgium,27,3269
27 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,27,1361
27 years,Total,Bachelor's or equivalent level,Bulgaria,27,2781
27 years,Total,Bachelor's or equivalent level,Croatia,27,1711
27 years,Total,Bachelor's or equivalent level,Cyprus,27,539
27 years,Total,Bachelor's or equivalent level,Czechia,27,2945
27 years,Total,Bachelor's or equivalent level,Denmark,27,7206
27 years,Total,Bachelor's or equivalent level,Estonia,27,793
27 years,Total,Bachelor's or equivalent level,Finland,27,8635
27 years,Total,Bachelor's or equivalent level,France,27,9949
27 years,Total,Bachelor's or equivalent level,Greece,27,18561
27 years,Total,Bachelor's or equivalent level,Hungary,27,4977
27 years,Total,Bachelor's or equivalent level,Iceland,27,503
27 years,Total,Bachelor's or equivalent level,Ireland,27,2086
27 years,Total,Bachelor's or equivalent level,Italy,27,26785
27 years,Total,Bachelor's or equivalent level,Latvia,27,1413
27 years,Total,Bachelor's or equivalent level,Liechtenstein,27,12
27 years,Males,Master's or equivalent level,Slovenia,27,347
27 years,Total,Bachelor's or equivalent level,Lithuania,27,1560
27 years,Males,Master's or equivalent level,Slovakia,27,818
27 years,Males,Master's or equivalent level,Romania,27,2171
27 years,Males,Master's or equivalent level,Croatia,27,1083
27 years,Females,Bachelor's or equivalent level,Austria,27,3206
27 years,Males,Master's or equivalent level,Czechia,27,2025
27 years,Males,Master's or equivalent level,Denmark,27,2800
27 years,Males,Master's or equivalent level,Estonia,27,363
27 years,Males,Master's or equivalent level,Finland,27,2333
27 years,Males,Master's or equivalent level,France,27,13385
27 years,Males,Master's or equivalent level,Greece,27,1771
27 years,Males,Master's or equivalent level,Hungary,27,1748
27 years,Males,Master's or equivalent level,Iceland,27,106
27 years,Males,Master's or equivalent level,Ireland,27,830
27 years,Males,Master's or equivalent level,Italy,27,17696
27 years,Males,Master's or equivalent level,Latvia,27,499
27 years,Males,Master's or equivalent level,Liechtenstein,27,29
27 years,Males,Master's or equivalent level,Lithuania,27,539
27 years,Males,Master's or equivalent level,Luxembourg,27,92
27 years,Males,Master's or equivalent level,Malta,27,117
27 years,Males,Master's or equivalent level,Montenegro,27,32
27 years,Males,Master's or equivalent level,Netherlands,27,5707
27 years,Males,Master's or equivalent level,North Macedonia,27,95
27 years,Males,Master's or equivalent level,Norway,27,1738
27 years,Males,Master's or equivalent level,Poland,27,6003
27 years,Males,Master's or equivalent level,Portugal,27,1844
27 years,Males,Master's or equivalent level,Serbia,27,1080
27 years,Males,Master's or equivalent level,Bulgaria,27,1237
27 years,Total,Bachelor's or equivalent level,Luxembourg,27,60
27 years,Total,Bachelor's or equivalent level,Montenegro,27,540
27 years,Total,Master's or equivalent level,Iceland,27,303
27 years,Total,Master's or equivalent level,Ireland,27,1675
27 years,Total,Master's or equivalent level,Italy,27,39869
27 years,Total,Master's or equivalent level,Latvia,27,1154
27 years,Total,Master's or equivalent level,Liechtenstein,27,38
27 years,Total,Master's or equivalent level,Lithuania,27,1467
27 years,Total,Master's or equivalent level,Luxembourg,27,189
27 years,Total,Master's or equivalent level,Malta,27,241
27 years,Total,Master's or equivalent level,Montenegro,27,56
27 years,Total,Master's or equivalent level,Netherlands,27,10676
27 years,Total,Master's or equivalent level,North Macedonia,27,228
27 years,Total,Master's or equivalent level,Norway,27,3858
27 years,Total,Master's or equivalent level,Poland,27,13165
27 years,Total,Master's or equivalent level,Portugal,27,3776
27 years,Total,Master's or equivalent level,Romania,27,4179
27 years,Total,Master's or equivalent level,Serbia,27,2515
27 years,Total,Master's or equivalent level,Slovakia,27,1769
27 years,Total,Master's or equivalent level,Slovenia,27,895
27 years,Total,Master's or equivalent level,Spain,27,20029
27 years,Total,Master's or equivalent level,Sweden,27,6726
27 years,Total,Master's or equivalent level,Switzerland,27,5889
27 years,Total,Master's or equivalent level,Türkiye,27,38084
27 years,Total,Master's or equivalent level,United Kingdom,27,19866
27 years,Total,Master's or equivalent level,Hungary,27,3494
27 years,Total,Bachelor's or equivalent level,Malta,27,129
27 years,Total,Master's or equivalent level,Greece,27,4452
27 years,Total,Master's or equivalent level,Finland,27,4761
27 years,Total,Bachelor's or equivalent level,Netherlands,27,16129
27 years,Total,Bachelor's or equivalent level,North Macedonia,27,519
27 years,Total,Bachelor's or equivalent level,Norway,27,6881
27 years,Total,Bachelor's or equivalent level,Poland,27,24281
27 years,Total,Bachelor's or equivalent level,Portugal,27,3425
27 years,Total,Bachelor's or equivalent level,Romania,27,5553
27 years,Total,Bachelor's or equivalent level,Serbia,27,4598
27 years,Total,Bachelor's or equivalent level,Slovakia,27,988
27 years,Total,Bachelor's or equivalent level,Slovenia,27,341
27 years,Total,Bachelor's or equivalent level,Spain,27,25787
27 years,Total,Bachelor's or equivalent level,Sweden,27,11507
27 years,Total,Bachelor's or equivalent level,Switzerland,27,8397
27 years,Total,Bachelor's or equivalent level,Türkiye,27,184846
27 years,Total,Bachelor's or equivalent level,United Kingdom,27,19634
27 years,Total,Master's or equivalent level,Austria,27,9557
27 years,Total,Master's or equivalent level,Belgium,27,4285
27 years,Total,Master's or equivalent level,Bosnia and Herzegovina,27,1206
27 years,Total,Master's or equivalent level,Bulgaria,27,2593
27 years,Total,Master's or equivalent level,Croatia,27,2489
27 years,Total,Master's or equivalent level,Cyprus,27,1234
27 years,Total,Master's or equivalent level,Czechia,27,4405
27 years,Total,Master's or equivalent level,Denmark,27,6352
27 years,Total,Master's or equivalent level,Estonia,27,824
27 years,Total,Master's or equivalent level,France,27,27879
27 years,Males,Master's or equivalent level,Bosnia and Herzegovina,27,461
27 years,Males,Master's or equivalent level,Cyprus,27,391
27 years,Males,Master's or equivalent level,Austria,27,4698
27 years,Females,Bachelor's or equivalent level,Slovakia,27,509
27 years,Females,Bachelor's or equivalent level,Slovenia,27,188
27 years,Females,Bachelor's or equivalent level,Spain,27,13351
27 years,Females,Bachelor's or equivalent level,Switzerland,27,3456
27 years,Females,Bachelor's or equivalent level,Türkiye,27,74370
27 years,Females,Bachelor's or equivalent level,United Kingdom,27,11578
27 years,Females,Master's or equivalent level,Austria,27,4859
27 years,Females,Master's or equivalent level,Belgium,27,2310
27 years,Females,Master's or equivalent level,Bosnia and Herzegovina,27,745
27 years,Females,Master's or equivalent level,Bulgaria,27,1356
27 years,Females,Master's or equivalent level,Croatia,27,1406
27 years,Females,Master's or equivalent level,Cyprus,27,843
27 years,Females,Master's or equivalent level,Czechia,27,2380
27 years,Females,Master's or equivalent level,Denmark,27,3552
27 years,Females,Master's or equivalent level,Estonia,27,462
27 years,Females,Master's or equivalent level,Finland,27,2428
27 years,Females,Master's or equivalent level,France,27,14494
27 years,Females,Master's or equivalent level,Greece,27,2681
27 years,Females,Master's or equivalent level,Hungary,27,1746
27 years,Females,Master's or equivalent level,Iceland,27,197
27 years,Males,Master's or equivalent level,Belgium,27,1975
27 years,Females,Master's or equivalent level,Italy,27,22173
27 years,Females,Master's or equivalent level,Latvia,27,655
27 years,Females,Bachelor's or equivalent level,Serbia,27,2515
27 years,Females,Master's or equivalent level,Liechtenstein,27,9
27 years,Females,Bachelor's or equivalent level,Romania,27,2477
27 years,Females,Bachelor's or equivalent level,Poland,27,13946
27 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,27,641
27 years,Females,Bachelor's or equivalent level,Bulgaria,27,1319
27 years,Females,Bachelor's or equivalent level,Croatia,27,791
27 years,Females,Bachelor's or equivalent level,Cyprus,27,168
27 years,Females,Bachelor's or equivalent level,Czechia,27,1591
27 years,Females,Bachelor's or equivalent level,Denmark,27,3777
27 years,Females,Bachelor's or equivalent level,Estonia,27,434
27 years,Females,Bachelor's or equivalent level,Finland,27,4221
27 years,Females,Bachelor's or equivalent level,France,27,5611
27 years,Females,Bachelor's or equivalent level,Greece,27,7576
27 years,Females,Bachelor's or equivalent level,Hungary,27,2315
27 years,Females,Bachelor's or equivalent level,Iceland,27,309
27 years,Females,Bachelor's or equivalent level,Ireland,27,1012
27 years,Females,Bachelor's or equivalent level,Italy,27,13520
27 years,Females,Bachelor's or equivalent level,Latvia,27,735
27 years,Females,Bachelor's or equivalent level,Liechtenstein,27,2
27 years,Females,Bachelor's or equivalent level,Lithuania,27,788
27 years,Females,Bachelor's or equivalent level,Luxembourg,27,27
27 years,Females,Bachelor's or equivalent level,Malta,27,70
27 years,Females,Bachelor's or equivalent level,Montenegro,27,292
27 years,Females,Bachelor's or equivalent level,Netherlands,27,6816
27 years,Females,Bachelor's or equivalent level,North Macedonia,27,264
27 years,Females,Bachelor's or equivalent level,Norway,27,3790
27 years,Females,Bachelor's or equivalent level,Portugal,27,1440
27 years,Females,Master's or equivalent level,Lithuania,27,928
27 years,Females,Master's or equivalent level,Ireland,27,845
27 years,Females,Master's or equivalent level,Malta,27,124
27 years,Males,Bachelor's or equivalent level,Hungary,27,2662
27 years,Females,Master's or equivalent level,Luxembourg,27,97
27 years,Males,Bachelor's or equivalent level,Ireland,27,1074
27 years,Males,Bachelor's or equivalent level,Italy,27,13265
27 years,Males,Bachelor's or equivalent level,Latvia,27,678
27 years,Males,Bachelor's or equivalent level,Liechtenstein,27,10
27 years,Males,Bachelor's or equivalent level,Lithuania,27,772
27 years,Males,Bachelor's or equivalent level,Luxembourg,27,33
27 years,Males,Bachelor's or equivalent level,Malta,27,60
27 years,Males,Bachelor's or equivalent level,Montenegro,27,248
27 years,Males,Bachelor's or equivalent level,North Macedonia,27,255
27 years,Males,Bachelor's or equivalent level,Norway,27,3091
27 years,Males,Bachelor's or equivalent level,Poland,27,10335
27 years,Males,Bachelor's or equivalent level,Portugal,27,1985
27 years,Males,Bachelor's or equivalent level,Romania,27,3076
27 years,Males,Bachelor's or equivalent level,Serbia,27,2083
27 years,Males,Bachelor's or equivalent level,Slovakia,27,479
27 years,Males,Bachelor's or equivalent level,Slovenia,27,153
27 years,Males,Bachelor's or equivalent level,Spain,27,12436
27 years,Males,Bachelor's or equivalent level,Sweden,27,4500
27 years,Males,Bachelor's or equivalent level,Switzerland,27,4941
27 years,Males,Bachelor's or equivalent level,Türkiye,27,110476
27 years,Males,Bachelor's or equivalent level,United Kingdom,27,8056
27 years,Males,Bachelor's or equivalent level,Greece,27,10985
27 years,Males,Bachelor's or equivalent level,France,27,4338
27 years,Males,Bachelor's or equivalent level,Iceland,27,194
27 years,Males,Bachelor's or equivalent level,Estonia,27,360
27 years,Females,Master's or equivalent level,Montenegro,27,24
27 years,Females,Master's or equivalent level,Netherlands,27,4969
27 years,Females,Master's or equivalent level,North Macedonia,27,133
27 years,Females,Master's or equivalent level,Norway,27,2120
27 years,Females,Master's or equivalent level,Poland,27,7162
27 years,Females,Master's or equivalent level,Portugal,27,1932
27 years,Females,Master's or equivalent level,Romania,27,2008
27 years,Males,Bachelor's or equivalent level,Finland,27,4414
27 years,Females,Master's or equivalent level,Slovakia,27,951
27 years,Females,Master's or equivalent level,Slovenia,27,548
27 years,Females,Master's or equivalent level,Spain,27,11743
27 years,Females,Master's or equivalent level,Sweden,27,3721
27 years,Females,Master's or equivalent level,Serbia,27,1435
27 years,Females,Master's or equivalent level,Türkiye,27,15664
27 years,Females,Master's or equivalent level,Switzerland,27,2839
27 years,Males,Bachelor's or equivalent level,Czechia,27,1354
27 years,Males,Bachelor's or equivalent level,Cyprus,27,371
27 years,Males,Bachelor's or equivalent level,Croatia,27,920
27 years,Males,Bachelor's or equivalent level,Denmark,27,3429
27 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,27,720
27 years,Males,Bachelor's or equivalent level,Belgium,27,1359
27 years,Males,Bachelor's or equivalent level,Austria,27,4125
27 years,Females,Master's or equivalent level,United Kingdom,27,11836
27 years,Males,Bachelor's or equivalent level,Bulgaria,27,1462
28 years,Total,Master's or equivalent level,Romania,28,3180
28 years,Total,Master's or equivalent level,United Kingdom,28,17123
28 years,Total,Master's or equivalent level,Türkiye,28,34586
28 years,Total,Master's or equivalent level,Switzerland,28,4342
28 years,Total,Master's or equivalent level,Sweden,28,5316
28 years,Total,Master's or equivalent level,Spain,28,17025
28 years,Total,Master's or equivalent level,Slovenia,28,496
28 years,Total,Master's or equivalent level,Slovakia,28,1270
28 years,Total,Master's or equivalent level,Serbia,28,1977
28 years,Total,Master's or equivalent level,Portugal,28,2926
28 years,Males,Bachelor's or equivalent level,Norway,28,2639
28 years,Total,Master's or equivalent level,Norway,28,3048
28 years,Females,Bachelor's or equivalent level,Montenegro,28,218
28 years,Females,Bachelor's or equivalent level,Netherlands,28,5217
28 years,Females,Bachelor's or equivalent level,North Macedonia,28,201
28 years,Females,Bachelor's or equivalent level,Norway,28,3469
28 years,Females,Bachelor's or equivalent level,Poland,28,11454
28 years,Females,Bachelor's or equivalent level,Portugal,28,1189
28 years,Females,Bachelor's or equivalent level,Romania,28,2186
28 years,Females,Bachelor's or equivalent level,Serbia,28,1933
28 years,Females,Bachelor's or equivalent level,Slovakia,28,425
28 years,Females,Bachelor's or equivalent level,Slovenia,28,143
28 years,Females,Bachelor's or equivalent level,Malta,28,63
28 years,Females,Bachelor's or equivalent level,Spain,28,10328
28 years,Females,Bachelor's or equivalent level,Switzerland,28,2618
28 years,Females,Bachelor's or equivalent level,Türkiye,28,73082
28 years,Females,Bachelor's or equivalent level,United Kingdom,28,10456
28 years,Females,Master's or equivalent level,Austria,28,3833
28 years,Females,Master's or equivalent level,Belgium,28,1886
28 years,Females,Master's or equivalent level,Bosnia and Herzegovina,28,511
28 years,Females,Master's or equivalent level,Bulgaria,28,1165
28 years,Females,Master's or equivalent level,Croatia,28,1067
28 years,Females,Master's or equivalent level,Cyprus,28,735
28 years,Females,Master's or equivalent level,Czechia,28,1621
28 years,Females,Bachelor's or equivalent level,Sweden,28,6028
28 years,Females,Bachelor's or equivalent level,Luxembourg,28,12
28 years,Females,Bachelor's or equivalent level,Lithuania,28,643
28 years,Females,Bachelor's or equivalent level,Liechtenstein,28,3
28 years,Males,Bachelor's or equivalent level,Spain,28,9871
28 years,Males,Bachelor's or equivalent level,Slovenia,28,122
28 years,Males,Bachelor's or equivalent level,Slovakia,28,369
28 years,Males,Bachelor's or equivalent level,Serbia,28,1566
28 years,Males,Bachelor's or equivalent level,Romania,28,2889
28 years,Males,Bachelor's or equivalent level,Portugal,28,1515
28 years,Females,Bachelor's or equivalent level,Austria,28,2750
28 years,Females,Bachelor's or equivalent level,Belgium,28,1513
28 years,Females,Bachelor's or equivalent level,Bosnia and Herzegovina,28,441
28 years,Females,Bachelor's or equivalent level,Bulgaria,28,1196
28 years,Females,Bachelor's or equivalent level,Croatia,28,677
28 years,Females,Bachelor's or equivalent level,Cyprus,28,105
28 years,Females,Bachelor's or equivalent level,Czechia,28,1288
28 years,Females,Bachelor's or equivalent level,Denmark,28,3039
28 years,Females,Bachelor's or equivalent level,Estonia,28,444
28 years,Females,Bachelor's or equivalent level,Finland,28,3636
28 years,Females,Bachelor's or equivalent level,France,28,4381
28 years,Females,Bachelor's or equivalent level,Greece,28,6230
28 years,Females,Bachelor's or equivalent level,Hungary,28,1860
28 years,Females,Bachelor's or equivalent level,Iceland,28,272
28 years,Females,Bachelor's or equivalent level,Ireland,28,761
28 years,Females,Bachelor's or equivalent level,Italy,28,10898
28 years,Females,Bachelor's or equivalent level,Latvia,28,662
28 years,Females,Master's or equivalent level,Denmark,28,2295
28 years,Males,Bachelor's or equivalent level,Sweden,28,3729
28 years,Females,Master's or equivalent level,Estonia,28,460
28 years,Females,Master's or equivalent level,France,28,11304
28 years,Males,Bachelor's or equivalent level,Bosnia and Herzegovina,28,481
28 years,Males,Bachelor's or equivalent level,Bulgaria,28,1407
28 years,Males,Bachelor's or equivalent level,Croatia,28,709
28 years,Males,Bachelor's or equivalent level,Cyprus,28,347
28 years,Males,Bachelor's or equivalent level,Czechia,28,1018
28 years,Males,Bachelor's or equivalent level,Denmark,28,2680
28 years,Males,Bachelor's or equivalent level,Estonia,28,329
28 years,Males,Bachelor's or equivalent level,Finland,28,3665
28 years,Males,Bachelor's or equivalent level,France,28,3235
28 years,Males,Bachelor's or equivalent level,Greece,28,8626
28 years,Males,Bachelor's or equivalent level,Belgium,28,963
28 years,Males,Bachelor's or equivalent level,Hungary,28,2101
28 years,Males,Bachelor's or equivalent level,Ireland,28,911
28 years,Males,Bachelor's or equivalent level,Italy,28,11004
28 years,Males,Bachelor's or equivalent level,Latvia,28,576
28 years,Males,Bachelor's or equivalent level,Liechtenstein,28,4
28 years,Males,Bachelor's or equivalent level,Lithuania,28,660
28 years,Males,Bachelor's or equivalent level,Luxembourg,28,25
28 years,Males,Bachelor's or equivalent level,Malta,28,36
28 years,Males,Bachelor's or equivalent level,Montenegro,28,216
28 years,Males,Bachelor's or equivalent level,Netherlands,28,6519
28 years,Males,Bachelor's or equivalent level,North Macedonia,28,171
28 years,Males,Bachelor's or equivalent level,Iceland,28,189
28 years,Males,Bachelor's or equivalent level,Austria,28,3289
28 years,Females,Master's or equivalent level,United Kingdom,28,10350
28 years,Females,Master's or equivalent level,Türkiye,28,13661
28 years,Females,Master's or equivalent level,Greece,28,2353
28 years,Females,Master's or equivalent level,Hungary,28,1177
28 years,Females,Master's or equivalent level,Iceland,28,175
28 years,Females,Master's or equivalent level,Ireland,28,741
28 years,Females,Master's or equivalent level,Italy,28,17563
28 years,Females,Master's or equivalent level,Latvia,28,560
28 years,Females,Master's or equivalent level,Liechtenstein,28,6
28 years,Females,Master's or equivalent level,Lithuania,28,721
28 years,Females,Master's or equivalent level,Luxembourg,28,73
28 years,Females,Master's or equivalent level,Malta,28,119
28 years,Females,Master's or equivalent level,Montenegro,28,20
28 years,Females,Master's or equivalent level,Netherlands,28,4357
28 years,Females,Master's or equivalent level,North Macedonia,28,33
28 years,Females,Master's or equivalent level,Norway,28,1693
28 years,Females,Master's or equivalent level,Poland,28,5138
28 years,Females,Master's or equivalent level,Portugal,28,1462
28 years,Females,Master's or equivalent level,Romania,28,1467
28 years,Females,Master's or equivalent level,Serbia,28,1079
28 years,Females,Master's or equivalent level,Slovakia,28,689
28 years,Females,Master's or equivalent level,Slovenia,28,317
28 years,Females,Master's or equivalent level,Spain,28,10131
28 years,Females,Master's or equivalent level,Sweden,28,2940
28 years,Females,Master's or equivalent level,Switzerland,28,2100
28 years,Females,Master's or equivalent level,Finland,28,2004
28 years,Total,Master's or equivalent level,Poland,28,9403
28 years,Males,Bachelor's or equivalent level,Switzerland,28,3989
28 years,Males,Bachelor's or equivalent level,United Kingdom,28,6949
28 years,Total,Bachelor's or equivalent level,Sweden,28,9757
28 years,Total,Bachelor's or equivalent level,Spain,28,20199
28 years,Total,Bachelor's or equivalent level,Slovenia,28,265
28 years,Total,Bachelor's or equivalent level,Slovakia,28,794
28 years,Total,Bachelor's or equivalent level,Serbia,28,3499
28 years,Total,Bachelor's or equivalent level,Romania,28,5075
28 years,Total,Bachelor's or equivalent level,Portugal,28,2704
28 years,Total,Bachelor's or equivalent level,Poland,28,19544
28 years,Total,Bachelor's or equivalent level,Norway,28,6108
28 years,Total,Bachelor's or equivalent level,North Macedonia,28,372
28 years,Total,Bachelor's or equivalent level,Switzerland,28,6607
28 years,Total,Bachelor's or equivalent level,Netherlands,28,11736
28 years,Total,Bachelor's or equivalent level,Malta,28,99
28 years,Total,Bachelor's or equivalent level,Luxembourg,28,37
28 years,Total,Bachelor's or equivalent level,Lithuania,28,1303
28 years,Total,Bachelor's or equivalent level,Liechtenstein,28,7
28 years,Total,Bachelor's or equivalent level,Latvia,28,1238
28 years,Total,Bachelor's or equivalent level,Italy,28,21902
28 years,Total,Bachelor's or equivalent level,Ireland,28,1672
28 years,Total,Bachelor's or equivalent level,Iceland,28,461
28 years,Total,Bachelor's or equivalent level,Hungary,28,3961
28 years,Total,Bachelor's or equivalent level,Greece,28,14856
28 years,Total,Bachelor's or equivalent level,Montenegro,28,434
28 years,Total,Bachelor's or equivalent level,Türkiye,28,175582
28 years,Total,Bachelor's or equivalent level,United Kingdom,28,17405
28 years,Total,Master's or equivalent level,Austria,28,7811
28 years,Total,Master's or equivalent level,North Macedonia,28,53
28 years,Total,Master's or equivalent level,Netherlands,28,8327
28 years,Total,Master's or equivalent level,Montenegro,28,42
28 years,Total,Master's or equivalent level,Malta,28,218
28 years,Total,Master's or equivalent level,Luxembourg,28,145
28 years,Total,Master's or equivalent level,Lithuania,28,1146
28 years,Total,Master's or equivalent level,Liechtenstein,28,25
28 years,Total,Master's or equivalent level,Latvia,28,957
28 years,Total,Master's or equivalent level,Italy,28,31451
28 years,Total,Master's or equivalent level,Ireland,28,1419
28 years,Total,Master's or equivalent level,Iceland,28,263
28 years,Total,Master's or equivalent level,Hungary,28,2422
28 years,Total,Master's or equivalent level,Greece,28,4020
28 years,Total,Master's or equivalent level,France,28,21114
28 years,Total,Master's or equivalent level,Finland,28,3957
28 years,Total,Master's or equivalent level,Estonia,28,781
28 years,Total,Master's or equivalent level,Denmark,28,4161
28 years,Total,Master's or equivalent level,Czechia,28,2884
28 years,Total,Master's or equivalent level,Cyprus,28,1083
28 years,Total,Master's or equivalent level,Croatia,28,1854
28 years,Total,Master's or equivalent level,Bulgaria,28,2206
28 years,Total,Master's or equivalent level,Bosnia and Herzegovina,28,895
28 years,Total,Master's or equivalent level,Belgium,28,3437
28 years,Total,Bachelor's or equivalent level,France,28,7616
28 years,Males,Bachelor's or equivalent level,Türkiye,28,102500
28 years,Total,Bachelor's or equivalent level,Finland,28,7301
28 years,Total,Bachelor's or equivalent level,Denmark,28,5719
28 years,Males,Master's or equivalent level,Montenegro,28,22
28 years,Males,Master's or equivalent level,Malta,28,99
28 years,Males,Master's or equivalent level,Luxembourg,28,72
28 years,Males,Master's or equivalent level,Lithuania,28,425
28 years,Males,Master's or equivalent level,Liechtenstein,28,19
28 years,Males,Master's or equivalent level,Latvia,28,397
28 years,Males,Master's or equivalent level,Italy,28,13888
28 years,Males,Master's or equivalent level,Ireland,28,678
28 years,Males,Master's or equivalent level,Iceland,28,88
28 years,Males,Master's or equivalent level,Hungary,28,1245
28 years,Males,Master's or equivalent level,Netherlands,28,3970
28 years,Males,Master's or equivalent level,Greece,28,1667
28 years,Males,Master's or equivalent level,Finland,28,1953
28 years,Males,Master's or equivalent level,Estonia,28,321
28 years,Males,Master's or equivalent level,Denmark,28,1866
28 years,Males,Bachelor's or equivalent level,Poland,28,8090
28 years,Males,Master's or equivalent level,Cyprus,28,348
28 years,Males,Master's or equivalent level,Croatia,28,787
28 years,Males,Master's or equivalent level,Bulgaria,28,1041
28 years,Males,Master's or equivalent level,Bosnia and Herzegovina,28,384
28 years,Males,Master's or equivalent level,Belgium,28,1551
28 years,Males,Master's or equivalent level,Austria,28,3977
28 years,Males,Master's or equivalent level,France,28,9810
28 years,Males,Master's or equivalent level,North Macedonia,28,20
28 years,Males,Master's or equivalent level,Norway,28,1355
28 years,Males,Master's or equivalent level,Poland,28,4265
28 years,Total,Bachelor's or equivalent level,Czechia,28,2306
28 years,Total,Bachelor's or equivalent level,Cyprus,28,452
28 years,Total,Bachelor's or equivalent level,Croatia,28,1386
28 years,Total,Bachelor's or equivalent level,Bulgaria,28,2603
28 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,28,922
28 years,Total,Bachelor's or equivalent level,Belgium,28,2476
28 years,Total,Bachelor's or equivalent level,Austria,28,6039
28 years,Males,Master's or equivalent level,United Kingdom,28,6773
28 years,Males,Master's or equivalent level,Türkiye,28,20925
28 years,Males,Master's or equivalent level,Switzerland,28,2242
28 years,Females,Bachelor's or equivalent level,Germany,28,28749
28 years,Females,Master's or equivalent level,Germany,28,29062
28 years,Males,Bachelor's or equivalent level,Germany,28,43985
28 years,Males,Master's or equivalent level,Germany,28,35248
28 years,Total,Bachelor's or equivalent level,Germany,28,72735
28 years,Total,Master's or equivalent level,Germany,28,64310
28 years,Males,Master's or equivalent level,Sweden,28,2376
28 years,Males,Master's or equivalent level,Spain,28,6894
28 years,Males,Master's or equivalent level,Slovenia,28,179
28 years,Males,Master's or equivalent level,Slovakia,28,581
28 years,Males,Master's or equivalent level,Serbia,28,898
28 years,Males,Master's or equivalent level,Romania,28,1713
28 years,Males,Master's or equivalent level,Portugal,28,1464
28 years,Total,Bachelor's or equivalent level,Estonia,28,772
28 years,Males,Master's or equivalent level,Czechia,28,1263
29 years,Males,Master's or equivalent level,Greece,29,1456
29 years,Females,Master's or equivalent level,Germany,29,21440
29 years,Males,Master's or equivalent level,Portugal,29,1196
29 years,Males,Master's or equivalent level,Romania,29,1598
29 years,Males,Master's or equivalent level,Serbia,29,655
29 years,Males,Master's or equivalent level,Slovakia,29,437
29 years,Males,Master's or equivalent level,Slovenia,29,122
29 years,Males,Master's or equivalent level,Spain,29,5589
29 years,Males,Master's or equivalent level,Sweden,29,1851
29 years,Males,Master's or equivalent level,Switzerland,29,1655
29 years,Males,Master's or equivalent level,Türkiye,29,18907
29 years,Males,Master's or equivalent level,United Kingdom,29,5975
29 years,Total,Bachelor's or equivalent level,Austria,29,4753
29 years,Males,Master's or equivalent level,Poland,29,3108
29 years,Total,Bachelor's or equivalent level,Belgium,29,1987
29 years,Total,Bachelor's or equivalent level,Bulgaria,29,2607
29 years,Total,Bachelor's or equivalent level,Croatia,29,1058
29 years,Total,Bachelor's or equivalent level,Cyprus,29,327
29 years,Total,Bachelor's or equivalent level,Czechia,29,1973
29 years,Total,Bachelor's or equivalent level,Denmark,29,4616
29 years,Total,Bachelor's or equivalent level,Estonia,29,731
29 years,Total,Bachelor's or equivalent level,Finland,29,6072
29 years,Total,Bachelor's or equivalent level,France,29,5902
29 years,Total,Bachelor's or equivalent level,Hungary,29,3247
29 years,Total,Bachelor's or equivalent level,Iceland,29,379
29 years,Total,Bachelor's or equivalent level,Ireland,29,1392
29 years,Total,Bachelor's or equivalent level,Bosnia and Herzegovina,29,780
