iscedf13,isced11,sex,geo,time,value
Arts and humanities,Bachelor's or equivalent level,Females,Germany,2021,110750
Arts and humanities,Bachelor's or equivalent level,Females,Germany,2022,107844
Arts and humanities,Bachelor's or equivalent level,Females,Germany,2023,107122
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2014,4009
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2015,3497
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2016,3249
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2017,2900
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2018,2875
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2019,2862
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2020,2841
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2021,2869
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2022,2868
Arts and humanities,Bachelor's or equivalent level,Females,Estonia,2023,2850
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2014,17700
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2015,15594
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2016,15910
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2017,16631
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2018,16977
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2019,16619
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2020,16323
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2021,16903
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2022,16445
Arts and humanities,Bachelor's or equivalent level,Females,Ireland,2023,16073
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2014,50307
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2015,55695
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2016,55745
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2017,57089
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2018,61751
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2019,62360
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2020,61455
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2021,63418
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2022,61754
Arts and humanities,Bachelor's or equivalent level,Females,Greece,2023,63111
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2014,91401
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2015,95764
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2016,97843
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2017,99388
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2018,100319
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2019,102056
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2020,102800
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2021,107722
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2022,108327
Arts and humanities,Bachelor's or equivalent level,Females,Spain,2023,106775
Arts and humanities,Bachelor's or equivalent level,Females,France,2014,154338
Arts and humanities,Bachelor's or equivalent level,Females,France,2015,157635
Arts and humanities,Bachelor's or equivalent level,Females,France,2016,160423
Arts and humanities,Bachelor's or equivalent level,Females,France,2017,159161
Arts and humanities,Bachelor's or equivalent level,Females,France,2018,157128
Arts and humanities,Bachelor's or equivalent level,Females,France,2019,160314
Arts and humanities,Bachelor's or equivalent level,Females,France,2020,163978
Arts and humanities,Bachelor's or equivalent level,Females,France,2021,171226
Arts and humanities,Bachelor's or equivalent level,Females,France,2022,170014
Arts and humanities,Bachelor's or equivalent level,Females,France,2023,167260
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2014,7315
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2015,6042
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2016,6201
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2017,6371
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2018,6222
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2019,6363
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2020,5786
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2021,5677
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2022,5761
Arts and humanities,Bachelor's or equivalent level,Females,Croatia,2023,5765
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2014,147541
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2015,150859
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2016,151992
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2017,155902
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2018,161749
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2019,165707
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2020,170115
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2021,173433
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2022,174384
Arts and humanities,Bachelor's or equivalent level,Females,Italy,2023,176047
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2014,1838
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2015,1726
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2016,1560
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2017,1523
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2018,1482
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2019,1393
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2020,1402
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2021,1375
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2022,1343
Arts and humanities,Bachelor's or equivalent level,Females,Cyprus,2023,1423
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2014,3773
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2015,3469
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2016,3265
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2017,2998
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2018,2941
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2019,2934
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2020,2973
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2021,2992
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2022,3145
Arts and humanities,Bachelor's or equivalent level,Females,Latvia,2023,3156
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2014,7202
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2015,7131
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2016,6762
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2017,6463
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2018,6129
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2019,5996
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2020,5892
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2021,5879
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2022,5713
Arts and humanities,Bachelor's or equivalent level,Females,Lithuania,2023,5622
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2014,303
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2015,280
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2016,286
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2017,291
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2018,308
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2019,268
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2020,275
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2021,234
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2022,231
Arts and humanities,Bachelor's or equivalent level,Females,Luxembourg,2023,204
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2014,13534
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2015,13009
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2016,11963
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2017,11039
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2018,10655
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2019,10274
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2020,10188
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2021,10440
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2022,10519
Arts and humanities,Bachelor's or equivalent level,Females,Hungary,2023,10646
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2014,461
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2015,476
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2016,590
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2017,653
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2018,643
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2019,622
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2020,570
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2021,556
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2022,523
Arts and humanities,Bachelor's or equivalent level,Females,Malta,2023,581
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2014,23663
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2015,23936
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2016,23999
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2017,24217
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2018,25011
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2019,25220
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2020,25755
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2021,26690
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2022,27368
Arts and humanities,Bachelor's or equivalent level,Females,Netherlands,2023,31479
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2014,17509
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2015,17769
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2016,17884
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2017,17078
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2018,17022
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2019,16560
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2020,16246
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2021,17226
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2022,16268
Arts and humanities,Bachelor's or equivalent level,Females,Austria,2023,14961
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2014,68896
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2015,65847
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2016,66478
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2017,64962
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2018,64564
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2019,63743
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2020,61699
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2021,59357
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2022,60601
Arts and humanities,Bachelor's or equivalent level,Females,Poland,2023,61069
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2014,15936
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2015,14916
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2016,15018
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2017,15365
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2018,15696
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2019,16336
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2020,16845
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2021,17875
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2022,18393
Arts and humanities,Bachelor's or equivalent level,Females,Portugal,2023,19321
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2014,21129
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2015,21359
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2016,22046
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2017,21405
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2018,21676
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2019,21435
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2020,21279
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2021,21655
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2022,21451
Arts and humanities,Bachelor's or equivalent level,Females,Romania,2023,20685
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2014,3750
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2015,3467
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2016,3184
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2017,3235
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2018,2930
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2019,2984
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2020,2865
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2021,3183
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2022,2985
Arts and humanities,Bachelor's or equivalent level,Females,Slovenia,2023,2901
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2014,5678
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2015,5140
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2016,4539
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2017,4197
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2018,3912
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2019,3790
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2020,3896
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2021,4044
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2022,3909
Arts and humanities,Bachelor's or equivalent level,Females,Slovakia,2023,4052
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2014,18456
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2015,17161
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2016,15979
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2017,15172
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2018,14225
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2019,13867
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2020,13707
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2021,13738
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2022,13822
Arts and humanities,Bachelor's or equivalent level,Females,Finland,2023,14012
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2014,29910
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2015,29575
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2016,28482
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2017,28106
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2018,27951
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2019,29118
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2020,32258
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2021,34972
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2022,33813
Arts and humanities,Bachelor's or equivalent level,Females,Sweden,2023,33582
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2014,1337
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2015,1189
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2016,1065
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2017,1016
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2018,912
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2019,951
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2020,935
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2021,1054
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2022,1091
Arts and humanities,Bachelor's or equivalent level,Females,Iceland,2023,973
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2014,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2015,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2016,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2017,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2018,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2019,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2020,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2021,0
Arts and humanities,Bachelor's or equivalent level,Females,Liechtenstein,2022,0
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2014,11988
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2015,12763
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2016,12377
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2017,12710
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2018,12930
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2019,12758
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2020,12839
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2021,13511
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2022,13145
Arts and humanities,Bachelor's or equivalent level,Females,Norway,2023,12538
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2014,10562
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2015,10473
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2016,10476
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2017,10261
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2018,10366
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2019,10307
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2020,10334
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2021,10348
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2022,10054
Arts and humanities,Bachelor's or equivalent level,Females,Switzerland,2023,9990
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2014,186748
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2015,183315
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2016,186659
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2017,188509
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2018,187243
Arts and humanities,Bachelor's or equivalent level,Females,United Kingdom,2019,190332
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2018,4297
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2019,3767
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2020,3513
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2021,3323
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2022,3099
Arts and humanities,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2023,3283
Arts and humanities,Bachelor's or equivalent level,Females,Montenegro,2021,1452
Arts and humanities,Bachelor's or equivalent level,Females,Montenegro,2023,1216
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2014,5724
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2015,5502
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2016,5414
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2017,5184
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2018,4766
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2019,4661
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2020,4175
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2021,3850
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2022,3684
Arts and humanities,Bachelor's or equivalent level,Females,North Macedonia,2023,3553
Arts and humanities,Bachelor's or equivalent level,Females,Georgia,2023,10779
Arts and humanities,Bachelor's or equivalent level,Females,Albania,2021,7321
Arts and humanities,Bachelor's or equivalent level,Females,Albania,2022,6253
Arts and humanities,Bachelor's or equivalent level,Females,Albania,2023,4900
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2014,13952
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2015,14215
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2016,14713
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2017,14681
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2018,14058
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2019,13998
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2020,13911
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2021,13431
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2022,14015
Arts and humanities,Bachelor's or equivalent level,Females,Serbia,2023,14422
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2014,214327
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2015,241091
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2016,259834
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2017,280925
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2018,302765
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2019,322801
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2020,338609
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2021,346226
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2022,337397
Arts and humanities,Bachelor's or equivalent level,Females,Türkiye,2023,322587
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2014,33303
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2015,25724
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2016,23253
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2017,27089
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2018,27598
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2019,29208
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2020,30388
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2021,32561
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2022,34339
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Belgium,2023,35750
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2014,27099
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2015,25702
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2016,23764
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2017,20398
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2018,18089
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2019,16270
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2020,15307
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2021,14505
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2022,14608
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Bulgaria,2023,14747
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2014,18903
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2015,21022
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2016,19748
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2017,17795
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2018,17185
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2019,16647
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2020,16525
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2021,16519
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2022,16572
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Czechia,2023,16043
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2014,13050
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2015,16465
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2016,16462
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2017,15758
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2018,15695
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2019,15520
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2020,15535
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2021,15520
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2022,14988
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Denmark,2023,14420
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2014,139098
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2015,145221
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2016,151887
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2017,156864
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2018,163606
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2019,166287
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2020,168163
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2021,175597
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2022,175728
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Germany,2023,178080
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2014,2823
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2015,2818
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2016,2396
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2017,2083
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2018,1810
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2019,1711
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2020,1679
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2021,1633
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2022,1645
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Estonia,2023,1610
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2014,8909
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2015,8426
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2016,8737
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2017,8283
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2018,8113
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2019,8753
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2020,8909
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2021,9524
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2022,10267
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Ireland,2023,10763
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2014,86270
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2015,76541
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2016,76656
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2017,79052
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2018,80357
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2019,83933
"Social sciences, journalism and information",Bachelor's or equivalent level,Total,Greece,2020,86299
