iscedf13,isced11,sex,geo,time,value
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2014,2416
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2015,2747
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2016,3769
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2017,1503
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2018,1655
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2019,1901
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2020,17079
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2021,25361
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2022,30489
Information and communication technologies,Bachelor's or equivalent level,Females,Türkiye,2023,35827
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2014,35398
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2015,32443
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2016,32905
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2017,35194
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2018,34739
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2019,35329
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2020,35021
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2021,35673
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2022,35498
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Belgium,2023,34778
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2014,34910
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2015,32910
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2016,31740
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2017,29371
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2018,27563
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2019,26712
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2020,25824
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2021,25822
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2022,24667
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Bulgaria,2023,23207
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2014,39424
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2015,39818
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2016,36818
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2017,31772
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2018,29477
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2019,28128
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2020,26507
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2021,25306
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2022,24575
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Czechia,2023,24009
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2014,19677
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2015,17859
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2016,18532
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2017,18943
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2018,22657
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2019,22822
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2020,23252
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2021,23603
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2022,24976
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Denmark,2023,24126
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2014,441733
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2015,449678
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2016,446060
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2017,439879
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2018,429521
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2019,484934
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2020,459617
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2021,454690
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2022,440626
"Engineering, manufacturing and construction",Bachelor's or equivalent level,Total,Germany,2023,421072
